result_uid,report_id,study_id_clean,registry_key,cohort_id,design,allocation_unit,intervention_package,comparator_identity,treatment_duration_months,outcome_construct,outcome_basis,reference_period_start_months,reference_period_end_months,assessment_time_months,closest_eligible_to_12m,baseline_employment_selection,arm,numerator,denominator,denominator_type,n_randomised_or_enrolled,missingness_note,follow_up_after_withdrawal,design_adjusted_effect,design_adjusted_se_or_ci,ascertainment,source_page,verbatim_quote,currently_used,matches_current_result_id,discrepancy_note,extractor,checker,check_date,unresolved_disagreement
R10_07,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,competitive employment,period,12,18,18,no,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",whole sample,25,56,available_case,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,,,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)","Results at T2 were significantly higher in the IPS + CR group (62.1%), compared with the IPS + control group (25.9%) (chi2 = 7.39; df = 1; P = .008).",yes,VANDUIN_2021__proportion__competitive_employment__18m,"Pooled 25/56 is the sum of the two arm cells and is not printed by the paper. Six-month period basis, not point prevalence. Both arms received IPS, so this is not an IPS versus usual care comparison.","Claude Opus draft, 2026-09-06",,,
R10_08,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,-6,0,0,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",intervention,7,34,available_case,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,"group by time effect B = -0.99, Wald chi-square 1.10",p = 0.29,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Education 7 (20.6%) 8 (20.5%) 3 (10.3%) 6 (21.4%) 2 (6.9%) 8 (29.6%) -0.99 1.10 0.29,no,,"Participation in regular education, six-month period basis. The Discussion quotes 32% and 7.1% at 18 months whereas Table 2 gives 29.6% and 6.9%.","Claude Opus draft, 2026-09-06",,,
R10_09,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,-6,0,0,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",control,8,39,available_case,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,,,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Education 7 (20.6%) 8 (20.5%) 3 (10.3%) 6 (21.4%) 2 (6.9%) 8 (29.6%),no,,"Participation in regular education, six-month period basis.","Claude Opus draft, 2026-09-06",,,
R10_10,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,0,6,6,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",intervention,3,29,available_case,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,"group by time effect B = -0.99, Wald chi-square 1.10",p = 0.29,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Education 7 (20.6%) 8 (20.5%) 3 (10.3%) 6 (21.4%) 2 (6.9%) 8 (29.6%) -0.99 1.10 0.29,no,,"Participation in regular education, six-month period basis. The Discussion quotes 32% and 7.1% at 18 months whereas Table 2 gives 29.6% and 6.9%.","Claude Opus draft, 2026-09-06",,,
R10_11,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,0,6,6,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",control,6,28,available_case,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,,,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Education 7 (20.6%) 8 (20.5%) 3 (10.3%) 6 (21.4%) 2 (6.9%) 8 (29.6%),no,,"Participation in regular education, six-month period basis.","Claude Opus draft, 2026-09-06",,,
R10_12,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,12,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",intervention,2,29,available_case,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,"cross-sectional group comparison at 18 months chi-square 5.33 df 1; group by time effect B = -0.99, Wald chi-square 1.10",p = 0.034 for the 18-month comparison; p = 0.29 for the group by time effect,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Education 7 (20.6%) 8 (20.5%) 3 (10.3%) 6 (21.4%) 2 (6.9%) 8 (29.6%) -0.99 1.10 0.29,no,,"Participation in regular education, six-month period basis. The Discussion quotes 32% and 7.1% at 18 months whereas Table 2 gives 29.6% and 6.9%.","Claude Opus draft, 2026-09-06",,,
R10_13,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,12,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",control,8,27,available_case,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,,,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Education 7 (20.6%) 8 (20.5%) 3 (10.3%) 6 (21.4%) 2 (6.9%) 8 (29.6%),no,,"Participation in regular education, six-month period basis.","Claude Opus draft, 2026-09-06",,,
R10_14,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,hours or earnings,period,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",intervention,,,,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,arm mean 29.3 hours worked per month in competitive employment over the 18 months,"group by time effect B = 1.72, Wald chi-square 3.80, P = .051","mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.4, Results section 3.4 and PDF p.5, Figure 2 (journal pp.118-119)","Fig. 2 shows that over the total 18-months study period, hours worked per month in competitive employment was higher in the IPS + CR group (M = 29.3 h) compared to the IPS + control group (M = 17.4 h), with a trend toward a treatment x time effect (B = 1.72; Wald chi2 = 3.80; P = .051).",no,,PRIMARY OUTCOME. When co-variates were included there were no significant effects.,"Claude Opus draft, 2026-09-06",,,
R10_15,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,hours or earnings,period,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",control,,,,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,arm mean 17.4 hours worked per month in competitive employment over the 18 months,,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.4, Results section 3.4 and PDF p.5, Figure 2 (journal pp.118-119)",hours worked per month in competitive employment was higher in the IPS + CR group (M = 29.3 h) compared to the IPS + control group (M = 17.4 h),no,,,"Claude Opus draft, 2026-09-06",,,
R10_16,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,hours or earnings,period,7,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",intervention,,,,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,arm mean 38.5 hours worked per month in competitive employment during months 7 to 18,"group by time effect B = 2.94, Wald chi-square 5.39, P = .02","mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.5, Results section 3.4 (journal p.119)",Hours worked in competitive employment was significantly higher in the IPS + CR group (M = 38.5 h) compared with the IPS + control group (M = 19.6 h) (B = 2.94; Wald chi2 = 5.39; P = .02).,no,,,"Claude Opus draft, 2026-09-06",,,
R10_17,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,hours or earnings,period,7,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",control,,,,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,arm mean 19.6 hours worked per month in competitive employment during months 7 to 18,,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.5, Results section 3.4 (journal p.119)",(M = 38.5 h) compared with the IPS + control group (M = 19.6 h) (B = 2.94; Wald chi2 = 5.39; P = .02),no,,,"Claude Opus draft, 2026-09-06",,,
R10_18,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",intervention,,,,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,arm mean 8.4 hours per month in regular education over the 18 months,"group by time effect B = -0.94, Wald chi-square 3.18, P = .075","mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.5, Results section 3.4 (journal p.119)","For education, hours spent was lower in the IPS + CR group (M = 8.4 h) compared to the IPS + control group (M = 16.2 h), with a trend toward a treatment x time effect (B = -0.94; Wald chi2 = 3.18; P = .075).",no,,,"Claude Opus draft, 2026-09-06",,,
R10_19,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",control,,,,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,arm mean 16.2 hours per month in regular education over the 18 months,,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.5, Results section 3.4 (journal p.119)",hours spent was lower in the IPS + CR group (M = 8.4 h) compared to the IPS + control group (M = 16.2 h),no,,,"Claude Opus draft, 2026-09-06",,,
R10_20,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,job tenure,cumulative,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",intervention,,31,outcome_specific,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,"arm median 26 weeks of competitive employment (interquartile range 0 to 51), mean 27.76, range 0 to 78","SD 28.2; multiple linear regression B = 9.66, SE 7.09, t = 1.36, p = 0.18","mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Competitive 26 0-51 27.76 (28.2) 0-78 0 0-33 18.10 (28.8) 0-95 9.66 7.09 1.36 0.18,no,,"Job duration was assessed only at the 18-month follow-up, with denominators 31 and 34 that differ from the employment-rate denominators.","Claude Opus draft, 2026-09-06",,,
R10_21,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,job tenure,cumulative,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",control,,34,outcome_specific,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,"arm median 0 weeks of competitive employment (interquartile range 0 to 33), mean 18.10, range 0 to 95",SD 28.8,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Competitive 26 0-51 27.76 (28.2) 0-78 0 0-33 18.10 (28.8) 0-95,no,,,"Claude Opus draft, 2026-09-06",,,
R10_22,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),cumulative,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",intervention,,31,outcome_specific,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,"arm median 0 weeks of education (interquartile range 0 to 0), mean 6.13, range 0 to 64","SD 16.1; multiple linear regression B = -9.43, SE 5.92, t = -1.59, p = 0.12","mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Education 0 0-0 6.13 (16.1) 0-64 0 0-18 15.56 (27.2) 0-77 -9.43 5.92 -1.59 0.12,no,,,"Claude Opus draft, 2026-09-06",,,
R10_23,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),cumulative,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",control,,34,outcome_specific,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,"arm median 0 weeks of education (interquartile range 0 to 18), mean 15.56, range 0 to 77",SD 27.2,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.6, Table 2 (journal p.120)",Education 0 0-0 6.13 (16.1) 0-64 0 0-18 15.56 (27.2) 0-77,no,,,"Claude Opus draft, 2026-09-06",,,
R10_24,R10,VANDUIN_2021,vanduin2021,VANDUIN_2021,"RCT (multicentre, individually randomised, stratified by institution, participants and assessors blind)",individual,"IPS plus computerised cognitive remediation (CIRCuiTS), about 40 sessions three times weekly",ACTIVE COMPARATOR: IPS plus a computer-games control condition matched for therapist attention and computer exposure (both arms receive IPS),6 (cognitive remediation or control); IPS continued and outcomes followed to 18 months,other (describe),period,0,18,18,n.a.,"whole cohort; eligibility required a desire for competitive work or education and willingness to start or continue IPS, plus objective or subjective cognitive deficits",restricted to those in education during the study,,,,"73 randomised (IPS plus cognitive remediation 34, IPS plus control 39) of 151 assessed for eligibility",57 (78%) completed the 6-month assessment and 56 (77%) the 18-month assessment; monthly vocational assessment rate 85.7% during months 0 to 6 and 76.5% during months 7 to 18,not stated,50% of the cognitive remediation arm versus 30% of the control arm ended education for a positive reason,,"mixed (vocational outcomes monitored monthly by IPS coaches, or registered retrospectively by the participant at the 6 and 18 month assessments where coaches could not)","PDF p.5, Discussion (journal p.119)",these results could be explained by the fact that more participants in the IPS + CR group (50%) ended education for positive reasons - having completed their study or started competitive employment - compared with the control group (30%).,no,,Only 14 participants were involved in education during the study period; counts by arm are not printed.,"Claude Opus draft, 2026-09-06",,,
R11_01,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,point,0,0,0,no,whole cohort; clients already employed were eligible as they were seeking better jobs,intervention,4,56,randomised,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),,,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.4, Table 1 (journal p.665)",Employed at intake 4 (7%) 7 (14%),no,,Point employment status at intake; distinct from the Table 2 pre-baseline period measure.,"Claude Opus draft, 2026-09-06",,,
R11_02,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,point,0,0,0,no,whole cohort,control,7,53,randomised,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),,,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.4, Table 1 (journal p.665)",Employed at intake 4 (7%) 7 (14%),no,,7/53 = 13.2% but the table prints 14%; 14% would imply a denominator of 50.,"Claude Opus draft, 2026-09-06",,,
R11_03,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,period,-6,0,0,no,whole cohort,intervention,26,56,available_case,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),,,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)","Employment status was defined by obtaining a competitive job, and attending for at least 1 day of paid work, during each of the six-month periods.",no,,Table 2 prints 26 and 46.4% only; denominator 56 reconstructed (26/56 = 46.4%).,"Claude Opus draft, 2026-09-06",,,
R11_04,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,period,-6,0,0,no,whole cohort,control,29,,unclear,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),,,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",During six mos. prior to intake 26 46.4 29 58.0 1.42 1 .23,no,,"Denominator not printed and not reconstructable: 29/53 = 54.7% but the table prints 58.0%, which implies a denominator of 50.","Claude Opus draft, 2026-09-06",,,
R11_05,R11,ERICKSON_2021,erickson2021,ERICKSON_2021,"RCT (assessor-blinded, individually randomised)",individual,12 months of IPS employment support added to treatment as usual,Treatment as usual alone; no constraint on use of other employment support services,12,competitive employment,period,0,6,6,no,whole cohort,intervention,30,50,available_case,"109 randomised (IPS 56, TAU 53) of 176 referred",Outcome data available for 91% of 109; 12-month employment outcomes drawn from clinical chart for 46.8% (n=51) of clients and 0-6 month outcomes for 28.4% (n=31); Table 2 prints n and % but not denominators,no (clinical record not used where consent was actively withdrawn),chi-square 0.06 for the group comparison in this period,P = .81,"mixed (blinded interview at intake, 6 and 12 months, plus chart extract where interview not completed)","PDF p.5, Table 2 (journal p.666)",group differences in employment rates were not significant in the first follow-up period,no,,Denominator reconstructed from the printed 60.0% (30/50).,"Claude Opus draft, 2026-09-06",,,
